2025-10-02 14:24:08.419 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1D2D3CE4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.447 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-64CCECCA, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.447 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-64CCECCA, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:44:48.448 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-64CCECCA, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:44:48.448 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-64CCECCA, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:44:48.448 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-64CCECCA, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: driver123
2025-10-02 14:44:48.450 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-3E00DD9A, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.454 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-9A82B907, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.454 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-F35AF968, customerId=cust1, restaurantId=rest1, amount=34.97
2025-10-02 14:44:48.454 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-A30F9727, customerId=cust2, restaurantId=rest2, amount=34.97
2025-10-02 14:44:48.456 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-56FF4264, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.457 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-56FF4264, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:44:48.460 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-F694FE2E, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.462 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-F694FE2E, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed order
2025-10-02 14:44:48.464 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-8AA04D28, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.466 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-DB3AA0CB, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.468 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1C9BAD37, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.474 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-53A6B006, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.475 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-53A6B006, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:44:48.475 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-53A6B006, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:44:48.475 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-53A6B006, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:44:48.475 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-53A6B006, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: driver123
2025-10-02 14:44:48.475 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-53A6B006, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 14:44:48.478 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-B50E1097, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.479 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-B50E1097, from=PENDING, to=CANCELLED, reason=Customer cancelled
2025-10-02 14:44:48.482 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-94550C74, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.483 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-94550C74, from=PENDING, to=REJECTED, reason=Restaurant rejected
2025-10-02 14:44:48.542 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-42221E22, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.551 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-42221E22, from=PENDING, to=REJECTED, reason=Restaurant is closed
2025-10-02 14:44:48.564 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-437FFB75, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.575 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-9C39DAB9, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.577 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-9C39DAB9, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:44:48.592 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-E6E890B4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.595 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-606EE527, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.598 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-7BBD1062, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.602 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-BC3D6BE7, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.604 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-E299F606, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.605 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-FE1010A7, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.606 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-FE1010A7, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:44:48.607 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-FE1010A7, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:44:48.607 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-FE1010A7, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:44:48.607 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-FE1010A7, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: driver789
2025-10-02 14:44:48.607 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-FE1010A7, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 14:44:48.609 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-7CDACCCA, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.611 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-DE8266E4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:44:48.612 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-DE8266E4, from=PENDING, to=CANCELLED, reason=Customer requested cancellation
2025-10-02 14:44:48.679 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-0AFA7478, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 15:20:35.341 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.342 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.343 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.343 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.343 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.371 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-792CE702, customerId=CUST-007, restaurantId=REST-001, amount=34.97
2025-10-02 15:20:35.373 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-792CE702, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 15:20:35.373 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-792CE702, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 15:20:35.373 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-792CE702, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 15:20:35.374 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-792CE702, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 15:20:35.375 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-792CE702, driverId=DRIVER-005
2025-10-02 15:20:35.375 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-792CE702, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 15:20:35.375 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver capacity released: driverId=DRIVER-005, remainingOrders=0
2025-10-02 15:20:35.375 [main] INFO  com.deliveryplatform.services.DeliveryService - Delivery completed successfully: orderId=ORD-792CE702, driverId=DRIVER-005
2025-10-02 15:20:35.383 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.383 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.383 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.383 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.384 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.385 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Customer ID is required, Restaurant ID is required, Delivery address is required, Order must have at least one item, timestamp=2025-10-02T15:20:35.385195
2025-10-02 15:20:35.386 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.387 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.387 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.387 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.387 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.388 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-995DC10A, customerId=CUST-002, restaurantId=REST-001, amount=10.00
2025-10-02 15:20:35.388 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-995DC10A, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 15:20:35.388 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-995DC10A, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 15:20:35.388 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-995DC10A, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 15:20:35.390 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.390 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.390 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.390 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.391 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.391 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-62EA2147, customerId=CUST-001, restaurantId=REST-001, amount=34.97
2025-10-02 15:20:35.393 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.394 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.394 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.394 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.394 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.395 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-001
2025-10-02 15:20:35.395 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-002
2025-10-02 15:20:35.395 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-003
2025-10-02 15:20:35.395 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-004
2025-10-02 15:20:35.395 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-005
2025-10-02 15:20:35.396 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-CAD30D97, customerId=CUST-006, restaurantId=REST-001, amount=10.00
2025-10-02 15:20:35.396 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-CAD30D97, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 15:20:35.396 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-CAD30D97, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 15:20:35.397 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-CAD30D97, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 15:20:35.397 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Delivery operation failed: orderId=ORD-CAD30D97, driverId=unassigned, operation=DRIVER_ASSIGNMENT
2025-10-02 15:20:35.398 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-CAD30D97, errorCode=DELIVERY_ASSIGNMENT_FAILED, message=Failed to assign delivery for order ORD-CAD30D97: No drivers available for delivery assignment, timestamp=2025-10-02T15:20:35.398056
2025-10-02 15:20:35.398 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.398 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.398 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.399 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.399 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.400 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.400 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.400 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.400 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.400 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-4EBBB1BA, customerId=CUST-003, restaurantId=REST-001, amount=10.00
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-4EBBB1BA, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-4EBBB1BA, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-4EBBB1BA, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-4EBBB1BA, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 15:20:35.401 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-4EBBB1BA, driverId=DRIVER-005
2025-10-02 15:20:35.402 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-4EBBB1BA, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 15:20:35.402 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver capacity released: driverId=DRIVER-005, remainingOrders=0
2025-10-02 15:20:35.402 [main] INFO  com.deliveryplatform.services.DeliveryService - Delivery completed successfully: orderId=ORD-4EBBB1BA, driverId=DRIVER-005
2025-10-02 15:20:35.403 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.403 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.403 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.403 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.403 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.404 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-40AB8AE0, customerId=CUST-005, restaurantId=REST-001, amount=10.00
2025-10-02 15:20:35.404 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-40AB8AE0, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-40AB8AE0 from PENDING to PREPARING: Order must be in ACCEPTED status to start preparation, timestamp=2025-10-02T15:20:35.404846
2025-10-02 15:20:35.405 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=START_PREPARING, orderId=ORD-40AB8AE0
2025-10-02 15:20:35.406 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:20:35.406 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:20:35.406 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:20:35.406 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:20:35.406 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:20:35.407 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-FB3846EF, customerId=CUST-004, restaurantId=REST-CLOSED, amount=10.00
2025-10-02 15:20:35.407 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-FB3846EF, errorCode=RESTAURANT_UNAVAILABLE, message=Restaurant REST-CLOSED is currently unavailable: Restaurant is closed, timestamp=2025-10-02T15:20:35.407377
2025-10-02 15:20:35.407 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-CLOSED, operation=ACCEPT_ORDER, orderId=ORD-FB3846EF
2025-10-02 15:24:58.318 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:24:58.321 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:24:58.321 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:24:58.321 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:24:58.322 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:24:58.352 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-F9754EBE, customerId=CUST-004, restaurantId=REST-001, amount=37.96
2025-10-02 15:24:58.355 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-F9754EBE, errorCode=RESTAURANT_UNAVAILABLE, message=Restaurant REST-001 is currently unavailable: Temporarily not accepting orders, timestamp=2025-10-02T15:24:58.355412
2025-10-02 15:24:58.355 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=ACCEPT_ORDER, orderId=ORD-F9754EBE
2025-10-02 15:24:58.356 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-FFCE4581, customerId=CUST-005, restaurantId=REST-001, amount=37.96
2025-10-02 15:24:58.356 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-FFCE4581, errorCode=RESTAURANT_UNAVAILABLE, message=Restaurant REST-001 is currently unavailable: At maximum capacity (0 orders), timestamp=2025-10-02T15:24:58.356599
2025-10-02 15:24:58.356 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=ACCEPT_ORDER, orderId=ORD-FFCE4581
2025-10-02 15:24:58.361 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:24:58.361 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:24:58.362 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:24:58.362 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:24:58.362 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:24:58.363 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Customer ID is required, timestamp=2025-10-02T15:24:58.363114
2025-10-02 15:24:58.363 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Restaurant ID is required, timestamp=2025-10-02T15:24:58.363519
2025-10-02 15:24:58.363 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Order must have at least one item, timestamp=2025-10-02T15:24:58.363822
2025-10-02 15:24:58.364 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Delivery address is required, timestamp=2025-10-02T15:24:58.364128
2025-10-02 15:24:58.364 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Item 1: Item ID is required, timestamp=2025-10-02T15:24:58.364609
2025-10-02 15:24:58.366 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:24:58.366 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:24:58.366 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:24:58.366 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:24:58.367 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:24:58.367 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-8C947DA3, customerId=CUST-003, restaurantId=REST-001, amount=37.96
2025-10-02 15:24:58.367 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-8C947DA3, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 15:24:58.368 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-8C947DA3, from=ACCEPTED, to=CANCELLED, reason=Customer changed mind
2025-10-02 15:24:58.368 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Order termination: orderId=ORD-8C947DA3, finalStatus=CANCELLED, reason=Customer changed mind
2025-10-02 15:24:58.368 [main] INFO  com.deliveryplatform.services.OrderService - Order cancelled: orderId=ORD-8C947DA3, reason=Customer changed mind
2025-10-02 15:24:58.370 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 15:24:58.370 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 15:24:58.370 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 15:24:58.370 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 15:24:58.370 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-001
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-002
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-003
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-004
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-005
2025-10-02 15:24:58.371 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-4DA8A56C, customerId=CUST-007, restaurantId=REST-001, amount=37.96
